Date Saved,2022/06/19 09:29:43
Spectral Data 628[nm],0.031082440168
Spectral Data 629[nm],0.030677929521
Spectral Data 630[nm],0.030240314081
Spectral Data 631[nm],0.029764829203
Spectral Data 632[nm],0.029250029474
Spectral Data 633[nm],0.028706450015
Spectral Data 634[nm],0.028148869053
Spectral Data 635[nm],0.027592094615
Spectral Data 636[nm],0.027050288394
Spectral Data 637[nm],0.026529369876
Spectral Data 638[nm],0.026033017784
Spectral Data 639[nm],0.025564983487
Spectral Data 640[nm],0.025128174573
Spectral Data 641[nm],0.024721017107
Spectral Data 642[nm],0.024340478703
Spectral Data 643[nm],0.023983523250
Spectral Data 644[nm],0.023647196591
Spectral Data 645[nm],0.023328894749
Spectral Data 646[nm],0.023026125506
Spectral Data 647[nm],0.022736392915
Spectral Data 648[nm],0.022456677631
Spectral Data 649[nm],0.022181907669
Spectral Data 650[nm],0.021906457841
Spectral Data 651[nm],0.021624702960
Spectral Data 652[nm],0.021331952885
Spectral Data 653[nm],0.021026697010
Spectral Data 654[nm],0.020708171651
Spectral Data 655[nm],0.020375607535
Spectral Data 656[nm],0.020027466118
Spectral Data 657[nm],0.019659765065
Spectral Data 658[nm],0.019268041477
Spectral Data 659[nm],0.018847841769
Spectral Data 660[nm],0.018397886306
Spectral Data 661[nm],0.017925789580
Spectral Data 662[nm],0.017440721393
Spectral Data 663[nm],0.016951838508
Spectral Data 664[nm],0.016466099769
Spectral Data 665[nm],0.015985166654
Spectral Data 666[nm],0.015509893186
Spectral Data 667[nm],0.015040827915
Spectral Data 668[nm],0.014579414390
Spectral Data 669[nm],0.014132285491
Spectral Data 670[nm],0.013705302961
Spectral Data 671[nm],0.013304329477
Spectral Data 672[nm],0.012933357619
Spectral Data 673[nm],0.012588986196
Spectral Data 674[nm],0.012265605852
Spectral Data 675[nm],0.011957604438
Spectral Data 676[nm],0.011659648269
Spectral Data 677[nm],0.011370106600
Spectral Data 678[nm],0.011089984328
Spectral Data 679[nm],0.010820340365
Spectral Data 680[nm],0.010562221520
Spectral Data 681[nm],0.010315491818
Spectral Data 682[nm],0.010077953339
Spectral Data 683[nm],0.009847205132
Spectral Data 684[nm],0.009620842524
Spectral Data 685[nm],0.009396370500
Spectral Data 686[nm],0.009170966223
Spectral Data 687[nm],0.008941686712
Spectral Data 688[nm],0.008705590852
Spectral Data 689[nm],0.008459997363
Spectral Data 690[nm],0.008205929771
Spectral Data 691[nm],0.007947113365
Spectral Data 692[nm],0.007687333506
Spectral Data 693[nm],0.007430379279
Spectral Data 694[nm],0.007180735469
Spectral Data 695[nm],0.006944126450
Spectral Data 696[nm],0.006726404652
Spectral Data 697[nm],0.006533422973
Spectral Data 698[nm],0.006369459443
Spectral Data 699[nm],0.006231248379
Spectral Data 700[nm],0.006113267504
Spectral Data 701[nm],0.006009994540
Spectral Data 702[nm],0.005915956572
Spectral Data 703[nm],0.005826432724
Spectral Data 704[nm],0.005737282336
Spectral Data 705[nm],0.005644377321
Spectral Data 706[nm],0.005543445237
Spectral Data 707[nm],0.005431483034
Spectral Data 708[nm],0.005308896303
Spectral Data 709[nm],0.005175931379
Spectral Data 710[nm],0.005032857880
Spectral Data 711[nm],0.004881003406
Spectral Data 712[nm],0.004723482300
Spectral Data 713[nm],0.004563622177
Spectral Data 714[nm],0.004404706880
Spectral Data 715[nm],0.004248401616
